order_id,user_id,restaurant_id,current_cart_items,candidate_addon_item,is_meal_complement,user_item_frequency,user_recent_diet_trend,addon_dietary_type,cart_dietary_type,delivery_distance_km,order_hour_of_day,addon_price,cart_value,item_rating,is_top_seller,target_added_to_cart
ORD10972,U1110,R527,Chicken Biryani,Chocolate Brownie,1,1,Balanced,Non-Veg,Veg,7.2,7,237.0,526.0,4.2,1,0
ORD10973,U1382,R534,Masala Dosa,Butter Naan,0,7,Healthy,Veg,Vegan,11.9,19,160.0,584.0,4.8,0,1
ORD10974,U1251,R513,Beef Burger,Green Tea,0,6,Healthy,Non-Veg,Veg,0.9,10,200.0,603.0,3.7,1,0
ORD10975,U1321,R550,Margherita Pizza,Garlic Bread,0,2,Healthy,Non-Veg,Veg,1.3,0,175.0,1093.0,4.7,0,1
ORD10976,U1160,R546,Pasta Alfredo,Chocolate Brownie,1,2,Balanced,Non-Veg,Veg,1.5,20,134.0,790.0,,1,0
ORD10977,U1185,R546,Pasta Alfredo,Miso Soup,1,3,Balanced,Vegan,Veg,11.1,15,185.0,849.0,,0,0
ORD10978,U1211,R521,Pasta Alfredo,Chocolate Brownie,1,4,Healthy,Vegan,Non-Veg,7.8,2,210.0,949.0,4.0,1,0
ORD10979,U1082,R523,Sushi Platter,Mint Raita,0,2,Healthy,Non-Veg,Vegan,5.8,0,72.0,1188.0,3.1,0,0
ORD10980,U1315,R510,Beef Burger,Mint Raita,1,2,Balanced,Veg,Vegan,2.0,1,97.0,272.0,3.8,0,1
ORD10981,U1051,R528,Pasta Alfredo,Green Tea,1,2,Junk,Non-Veg,Veg,11.1,13,71.0,1199.0,4.8,0,1
ORD10982,U1335,R542,Beef Burger,Chocolate Brownie,1,4,Healthy,Veg,Vegan,5.2,14,124.0,910.0,3.5,1,0
ORD10983,U1070,R512,Paneer Butter Masala,Filter Coffee,1,5,Balanced,Vegan,Veg,4.3,23,224.0,1053.0,4.4,0,0
ORD10984,U1164,R531,Pasta Alfredo,Butter Naan,1,3,Balanced,Non-Veg,Vegan,10.0,8,99.0,592.0,3.6,0,0
ORD10985,U1498,R513,Margherita Pizza,Mint Raita,1,3,Healthy,Non-Veg,Non-Veg,8.6,20,106.0,703.0,3.1,1,0
ORD10986,U1164,R506,Beef Burger,Green Tea,0,2,Junk,Veg,Non-Veg,5.8,7,218.0,20106.245865298122,4.1,1,0
ORD10987,U1493,R546,Beef Burger,Butter Naan,1,5,Balanced,Veg,Vegan,9.8,19,139.0,1472.0,4.7,0,0
ORD10988,U1351,R515,Margherita Pizza,Chocolate Brownie,0,2,,Non-Veg,Veg,4.4,7,143.0,821.0,3.8,1,1
ORD10989,U1432,R548,Pasta Alfredo,Chocolate Brownie,1,3,Balanced,Non-Veg,Veg,12.0,12,218.0,1495.0,4.2,0,0
ORD10990,U1410,R536,Margherita Pizza,Extra Chutney,1,3,Balanced,Veg,Veg,3.8,19,133.0,811.0,4.8,1,0
ORD10991,U1185,R504,Beef Burger,Green Tea,1,2,Balanced,Vegan,Veg,2.8,2,177.0,447.0,4.6,1,1
ORD10992,U1223,R511,Margherita Pizza,Mint Raita,1,1,Balanced,Veg,Non-Veg,11.8,22,40.0,835.0,3.4,0,0
ORD10993,U1273,R550,Beef Burger,Filter Coffee,1,1,Junk,Non-Veg,Veg,10.8,19,61.0,203.0,4.5,0,0
ORD10994,U1385,R509,Beef Burger,Chocolate Brownie,1,4,Healthy,Vegan,Veg,,23,113.0,1371.0,4.0,0,0
ORD10995,U1366,R523,Paneer Butter Masala,Filter Coffee,1,1,Healthy,Vegan,Veg,2.2,19,134.0,1255.0,4.5,0,0
ORD10996,U1095,R521,Chicken Biryani,Chocolate Brownie,1,3,Healthy,Vegan,Veg,12.7,7,242.0,1130.0,4.0,1,1
ORD10997,U1388,R506,Beef Burger,Mint Raita,1,2,Healthy,Vegan,Non-Veg,11.8,1,243.0,973.0,3.3,0,1
ORD10998,U1071,R518,Pasta Alfredo,Butter Naan,1,1,,Non-Veg,Vegan,5.2,9,216.0,933.0,4.1,1,0
ORD10999,U1446,R501,Masala Dosa,French Fries,1,6,Junk,Vegan,Vegan,10.0,19,93.0,1496.0,4.0,0,0
ORD11000,U1072,R506,Sushi Platter,Butter Naan,1,2,Balanced,Veg,Veg,2.3,23,242.0,525.0,4.0,1,0
ORD11001,U1205,R547,Oatmeal Bowl,Chocolate Brownie,1,4,Balanced,Veg,Veg,7.9,13,179.0,1203.0,4.8,1,0
ORD11002,U1066,R537,Chicken Biryani,Healthy Quinoa Salad,1,4,Healthy,Veg,Vegan,0.8,19,110.0,935.0,4.8,1,1
ORD11003,U1128,R509,Chicken Biryani,French Fries,0,7,Balanced,Non-Veg,Non-Veg,6.2,7,181.0,1467.0,3.9,0,1
ORD11004,U1234,R504,Chicken Biryani,French Fries,0,2,Balanced,Vegan,Non-Veg,1.6,15,24.0,1268.0,3.9,0,0
ORD11005,U1023,R533,Paneer Butter Masala,Filter Coffee,1,8,Balanced,Veg,Non-Veg,7.4,9,54.0,1498.0,4.0,0,0
ORD11006,U1407,R525,Beef Burger,Green Tea,0,3,Healthy,Veg,Non-Veg,6.6,7,211.0,944.0,4.0,0,0
ORD11007,U1210,R500,Paneer Butter Masala,Filter Coffee,1,4,Healthy,Veg,Non-Veg,,21,168.0,426.0,4.9,0,0
ORD11008,U1480,R547,Beef Burger,Filter Coffee,1,4,Junk,Vegan,Non-Veg,1.2,1,104.0,830.0,4.3,1,0
ORD11009,U1373,R549,Pasta Alfredo,Healthy Quinoa Salad,1,5,Healthy,Veg,Non-Veg,5.7,20,135.0,1110.0,3.6,0,1
ORD11010,U1288,R536,Paneer Butter Masala,Butter Naan,1,1,Junk,Vegan,Non-Veg,11.5,21,228.0,1195.0,4.1,0,0
ORD11011,U1285,R504,Paneer Butter Masala,Butter Naan,1,3,Healthy,Vegan,Non-Veg,5.8,9,165.0,151.0,,0,1
ORD11012,U1002,R541,Sushi Platter,Miso Soup,1,2,Balanced,Vegan,Veg,10.9,19,112.0,832.0,4.3,0,0
ORD11013,U1124,R530,Masala Dosa,Chocolate Brownie,1,1,Junk,Non-Veg,Non-Veg,5.9,10,48.0,468.0,4.2,0,0
ORD11014,U1143,R535,Paneer Butter Masala,Healthy Quinoa Salad,0,2,Junk,Non-Veg,Veg,6.6,7,88.0,1331.0,3.4,1,0
ORD11015,U1042,R548,Sushi Platter,Miso Soup,1,3,Junk,Vegan,Vegan,8.7,19,245.0,356.0,3.1,0,1
ORD11016,U1193,R545,Margherita Pizza,Mint Raita,0,7,,Vegan,Veg,14.3,15,121.0,1050.0,3.7,1,0
ORD11017,U1431,R538,Masala Dosa,Chocolate Brownie,1,4,Junk,Non-Veg,Vegan,2.1,10,129.0,509.0,3.9,0,0
ORD11018,U1254,R545,Pasta Alfredo,Chocolate Brownie,1,1,Healthy,Non-Veg,Veg,1.0,20,135.0,631.0,3.1,1,0
ORD11019,U1093,R544,Paneer Butter Masala,Extra Chutney,0,1,Junk,Vegan,Vegan,9.3,15,223.0,1420.0,4.6,0,0
ORD11020,U1371,R501,Oatmeal Bowl,Extra Chutney,1,1,Healthy,Non-Veg,Veg,14.3,12,159.0,475.0,,1,1
ORD11021,U1038,R508,Chicken Biryani,Garlic Bread,1,4,Junk,Veg,Veg,14.9,15,180.0,278.0,4.8,0,0
ORD11022,U1119,R500,Margherita Pizza,Garlic Bread,0,6,Balanced,Vegan,Vegan,7.5,2,110.0,244.0,3.3,0,1
ORD11023,U1199,R509,Margherita Pizza,Filter Coffee,1,6,Balanced,Vegan,Non-Veg,7.3,22,27.0,831.0,3.1,0,0
ORD11024,U1011,R519,Pasta Alfredo,Mint Raita,0,0,Junk,Non-Veg,Non-Veg,9.9,1,234.0,1016.0,4.0,1,0
ORD11025,U1418,R514,Sushi Platter,French Fries,0,8,Healthy,Veg,Non-Veg,8.6,8,238.0,592.0,3.4,1,0
ORD11026,U1021,R514,Margherita Pizza,French Fries,1,3,Healthy,Non-Veg,Non-Veg,9.7,1,238.0,1082.0,4.9,0,1
ORD11027,U1338,R517,Masala Dosa,Extra Chutney,1,4,Healthy,Veg,Non-Veg,13.2,14,237.0,232.0,3.0,0,0
ORD11028,U1321,R531,Paneer Butter Masala,Extra Chutney,1,2,Balanced,Veg,Veg,11.3,8,208.0,1307.0,3.8,0,0
ORD11029,U1310,R526,Paneer Butter Masala,Extra Chutney,1,2,Balanced,Vegan,Non-Veg,7.7,14,177.0,1252.0,4.9,0,0
ORD11030,U1457,R516,Oatmeal Bowl,Healthy Quinoa Salad,1,2,Balanced,Veg,Veg,7.2,22,214.0,1480.0,3.8,0,0
ORD11031,U1284,R503,Pasta Alfredo,Green Tea,1,0,Healthy,Vegan,Vegan,9.8,20,158.0,1414.0,3.2,0,0
ORD11032,U1052,R542,Chicken Biryani,Garlic Bread,0,6,Healthy,Veg,Non-Veg,7.1,9,51.0,631.0,3.6,1,0
ORD11033,U1294,R513,Sushi Platter,Healthy Quinoa Salad,0,4,Healthy,Vegan,Non-Veg,,12,110.0,689.0,4.0,1,1
ORD11034,U1222,R521,Chicken Biryani,Butter Naan,0,3,Junk,Veg,Non-Veg,0.7,9,243.0,1157.0,3.4,0,0
ORD11035,U1128,R546,Margherita Pizza,French Fries,0,3,Junk,Non-Veg,Non-Veg,3.0,7,101.0,331.0,3.9,0,0
ORD11036,U1217,R510,Pasta Alfredo,Chocolate Brownie,1,1,,Veg,Veg,7.6,2,220.0,574.0,4.7,0,1
ORD11037,U1219,R528,Oatmeal Bowl,Garlic Bread,0,5,Balanced,Non-Veg,Veg,145.85702093996656,23,41.0,310.0,4.7,0,0
ORD11038,U1286,R521,Chicken Biryani,Miso Soup,0,3,Balanced,Veg,Veg,4.5,21,97.0,764.0,3.1,0,0
ORD11039,U1258,R527,Masala Dosa,Butter Naan,0,4,Healthy,Veg,Vegan,8.1,21,101.0,895.0,3.3,0,1
ORD11040,U1314,R544,Paneer Butter Masala,Garlic Bread,1,2,Junk,Vegan,Veg,5.5,1,32.0,435.0,3.6,1,1
ORD11041,U1347,R541,Margherita Pizza,Healthy Quinoa Salad,1,0,Healthy,Veg,Non-Veg,,20,47.0,186.0,4.2,1,0
ORD11042,U1230,R526,Oatmeal Bowl,Mint Raita,1,1,Junk,Veg,Vegan,14.4,0,64.0,1121.0,,0,0
ORD11043,U1249,R510,Chicken Biryani,Chocolate Brownie,1,1,Junk,Veg,Vegan,12.9,1,213.0,177.0,4.7,0,0
ORD11044,U1135,R514,Sushi Platter,Garlic Bread,1,4,Healthy,Non-Veg,Non-Veg,1.6,1,35.0,1464.0,4.4,1,1
ORD11045,U1015,R547,Masala Dosa,Green Tea,1,0,Healthy,Vegan,Non-Veg,10.9,22,89.0,449.0,3.2,1,0
ORD11046,U1316,R522,Masala Dosa,Extra Chutney,0,2,Junk,Vegan,Non-Veg,5.5,8,22.0,1046.0,4.2,0,0
ORD11047,U1037,R500,Chicken Biryani,Extra Chutney,1,3,Junk,Veg,Non-Veg,14.9,13,180.0,737.0,3.2,1,0
ORD11048,U1216,R505,Paneer Butter Masala,Chocolate Brownie,1,3,Balanced,Veg,Veg,4.9,0,163.0,231.0,3.5,0,0
ORD11049,U1096,R519,Chicken Biryani,Healthy Quinoa Salad,1,3,Healthy,Non-Veg,Vegan,,7,168.0,787.0,3.4,0,0
ORD11050,U1400,R506,Margherita Pizza,Extra Chutney,1,1,Healthy,Veg,Non-Veg,8.7,14,106.0,848.0,3.3,0,0
ORD11051,U1267,R534,Chicken Biryani,Garlic Bread,1,2,Healthy,Vegan,Veg,12.6,10,68.0,1304.0,,1,0
ORD11052,U1359,R535,Masala Dosa,Miso Soup,1,3,Healthy,Vegan,Non-Veg,3.3,15,186.0,1139.0,4.1,0,1
ORD11053,U1342,R537,Oatmeal Bowl,French Fries,1,4,Junk,Non-Veg,Veg,10.8,21,207.0,257.0,3.4,0,0
ORD11054,U1480,R511,Chicken Biryani,French Fries,0,4,Balanced,Non-Veg,Non-Veg,1.4,14,52.0,432.0,5.0,1,0
ORD11055,U1402,R517,Paneer Butter Masala,Butter Naan,1,1,Healthy,Vegan,Non-Veg,13.8,2,132.0,571.0,3.8,1,1
ORD11056,U1235,R544,Pasta Alfredo,Filter Coffee,1,0,Junk,Non-Veg,Non-Veg,1.7,12,77.0,307.0,3.2,1,0
ORD11057,U1475,R512,Oatmeal Bowl,Mint Raita,1,3,Junk,Veg,Veg,13.8,2,59.0,767.0,3.2,0,0
ORD11058,U1026,R545,Sushi Platter,Chocolate Brownie,1,4,Junk,Veg,Non-Veg,7.6,23,189.0,1479.0,4.2,1,1
ORD11059,U1166,R504,Beef Burger,Butter Naan,0,0,Junk,Non-Veg,Veg,7.0,12,144.0,845.0,5.0,0,0
ORD11060,U1377,R520,Chicken Biryani,Filter Coffee,1,1,Junk,Vegan,Veg,14.6,20,70.0,1152.0,4.1,0,1
ORD11061,U1171,R519,Paneer Butter Masala,Healthy Quinoa Salad,0,4,Healthy,Non-Veg,Vegan,14.9,1,91.0,1072.0,4.9,0,0
ORD11062,U1417,R517,Oatmeal Bowl,Green Tea,1,2,Healthy,Vegan,Veg,9.9,8,242.0,1297.0,3.9,0,0
ORD11063,U1092,R531,Paneer Butter Masala,Green Tea,1,5,Balanced,Non-Veg,Veg,2.3,7,215.0,441.0,3.9,0,0
ORD11064,U1370,R549,Sushi Platter,Mint Raita,1,5,Healthy,Non-Veg,Veg,7.8,15,222.0,1168.0,4.0,1,0
ORD11065,U1307,R505,Masala Dosa,Extra Chutney,0,4,Junk,Non-Veg,Veg,8.2,13,126.0,1340.0,4.4,0,1
ORD11066,U1484,R522,Paneer Butter Masala,Garlic Bread,1,2,Balanced,Veg,Veg,8.0,2,163.0,382.0,3.7,0,0
ORD11067,U1366,R521,Oatmeal Bowl,Butter Naan,0,5,Junk,Veg,Vegan,8.8,19,107.0,618.0,4.7,0,0
ORD11068,U1310,R539,Paneer Butter Masala,Butter Naan,1,6,Junk,Vegan,Non-Veg,0.8,15,38.0,1460.0,3.1,0,0
ORD11069,U1326,R524,Paneer Butter Masala,Chocolate Brownie,1,1,Healthy,Non-Veg,Vegan,10.8,8,112.0,1204.0,3.9,0,0
ORD11070,U1078,R532,Paneer Butter Masala,Chocolate Brownie,1,2,Junk,Veg,Vegan,10.8,23,157.0,531.0,4.0,1,0
ORD11071,U1430,R542,Margherita Pizza,Green Tea,1,2,Healthy,Non-Veg,Non-Veg,2.2,14,86.0,911.0,,1,0
ORD11072,U1494,R537,Margherita Pizza,Green Tea,1,2,Junk,Vegan,Veg,8.8,13,215.0,696.0,3.6,1,1
ORD11073,U1375,R530,Masala Dosa,Miso Soup,0,3,Balanced,Veg,Non-Veg,8.7,20,55.0,811.0,3.9,0,0
ORD11074,U1077,R533,Chicken Biryani,Miso Soup,0,1,Junk,Vegan,Veg,10.4,9,104.0,629.0,4.0,0,0
ORD11075,U1121,R510,Paneer Butter Masala,Extra Chutney,1,4,Healthy,Veg,Non-Veg,1.7,23,49.0,527.0,4.4,0,0
ORD11076,U1114,R519,Sushi Platter,Miso Soup,1,2,Junk,Non-Veg,Vegan,9.6,1,113.0,1061.0,4.5,1,1
ORD11077,U1322,R539,Chicken Biryani,Garlic Bread,1,0,Healthy,Vegan,Veg,4.6,0,29.0,1201.0,4.5,0,0
ORD11078,U1378,R521,Sushi Platter,Garlic Bread,0,1,Healthy,Veg,Vegan,7.9,19,83.0,1330.0,3.7,0,0
ORD11079,U1026,R548,Chicken Biryani,Butter Naan,1,5,Balanced,Veg,Veg,11.7,15,112.0,360.0,,0,0
ORD11080,U1409,R508,Masala Dosa,French Fries,1,5,Healthy,Non-Veg,Non-Veg,10.7,0,130.0,1261.0,4.7,0,0
ORD11081,U1495,R532,Paneer Butter Masala,Garlic Bread,1,3,Balanced,Vegan,Non-Veg,2.2,10,145.0,494.0,3.5,0,0
ORD11082,U1146,R523,Paneer Butter Masala,Filter Coffee,0,2,Balanced,Vegan,Non-Veg,9.1,21,83.0,727.0,3.4,0,0
ORD11083,U1400,R531,Beef Burger,Green Tea,0,1,Junk,Vegan,Non-Veg,14.6,19,140.0,1367.0,3.6,1,0
ORD11084,U1349,R511,Sushi Platter,Chocolate Brownie,1,2,Balanced,Non-Veg,Non-Veg,2.8,1,137.0,764.0,,1,0
ORD11085,U1082,R520,Chicken Biryani,Miso Soup,1,3,Healthy,Veg,Vegan,12.9,10,93.0,416.0,4.7,0,0
ORD11086,U1337,R510,Chicken Biryani,Butter Naan,0,3,Healthy,Veg,Vegan,10.7,0,211.0,366.0,4.6,0,0
ORD11087,U1029,R506,Pasta Alfredo,Mint Raita,1,5,Balanced,Vegan,Veg,11.7,7,145.0,789.0,,1,0
ORD11088,U1208,R530,Pasta Alfredo,Chocolate Brownie,1,3,Junk,Veg,Vegan,,14,96.0,1180.0,3.5,0,0
ORD11089,U1117,R550,Margherita Pizza,Filter Coffee,1,2,Balanced,Vegan,Veg,4.7,22,238.0,1496.0,4.2,0,0
ORD11090,U1462,R502,Beef Burger,Miso Soup,1,5,Balanced,Non-Veg,Veg,13.6,22,214.0,1213.0,3.6,1,0
ORD11091,U1450,R506,Oatmeal Bowl,Filter Coffee,0,3,Healthy,Non-Veg,Vegan,5.7,20,246.0,1334.0,3.2,0,0
ORD11092,U1187,R550,Pasta Alfredo,Green Tea,0,4,Junk,Non-Veg,Vegan,1.4,15,179.0,1160.0,4.4,0,0
ORD11093,U1043,R532,Oatmeal Bowl,Green Tea,1,4,Junk,Vegan,Veg,9.2,7,107.0,1359.0,3.3,0,0
ORD11094,U1034,R528,Margherita Pizza,Extra Chutney,1,4,Junk,Veg,Vegan,2.3,22,-50.0,253.0,4.3,0,0
ORD11095,U1334,R521,Margherita Pizza,Butter Naan,0,5,Junk,Non-Veg,Vegan,12.1,8,173.0,1405.0,4.3,0,1
ORD11096,U1342,R518,Margherita Pizza,Chocolate Brownie,0,4,Healthy,Vegan,Vegan,9.8,21,246.0,685.0,4.6,0,1
ORD11097,U1288,R540,Sushi Platter,Healthy Quinoa Salad,1,4,Junk,Vegan,Non-Veg,13.2,23,164.0,1394.0,3.3,0,1
ORD11098,U1195,R529,Sushi Platter,Healthy Quinoa Salad,0,0,Junk,Non-Veg,Non-Veg,11.9,21,223.0,252.0,4.6,0,0
ORD11099,U1248,R515,Masala Dosa,Chocolate Brownie,0,4,Junk,Non-Veg,Veg,2.1,14,96.0,1116.0,5.0,0,0
ORD11100,U1498,R538,Masala Dosa,Mint Raita,0,2,Healthy,Non-Veg,Vegan,6.0,22,114.0,1143.0,4.7,0,1
ORD11101,U1307,R509,Margherita Pizza,Butter Naan,0,5,Healthy,Veg,Veg,11.7,22,228.0,1496.0,4.5,0,0
ORD11102,U1438,R520,Beef Burger,Filter Coffee,1,5,Junk,Veg,Vegan,6.6,0,194.0,1188.0,4.3,0,0
ORD11103,U1468,R534,Chicken Biryani,Mint Raita,1,2,Healthy,Vegan,Non-Veg,14.6,10,246.0,666.0,,0,0
ORD11104,U1160,R515,Sushi Platter,French Fries,1,4,Balanced,Non-Veg,Vegan,11.2,15,198.0,902.0,4.5,0,0
ORD11105,U1179,R542,Beef Burger,Chocolate Brownie,0,0,Junk,Non-Veg,Vegan,0.7,1,123.0,645.0,4.4,0,1
ORD11106,U1175,R500,Paneer Butter Masala,Filter Coffee,0,2,Healthy,Veg,Vegan,13.3,19,142.0,415.0,4.3,0,0
ORD11107,U1466,R514,Sushi Platter,Healthy Quinoa Salad,1,0,Junk,Non-Veg,Non-Veg,2.0,22,227.0,485.0,4.6,0,0
ORD11108,U1482,R544,Sushi Platter,Garlic Bread,1,6,Junk,Vegan,Non-Veg,2.5,23,147.0,450.0,3.9,0,1
ORD11109,U1300,R528,Masala Dosa,Extra Chutney,1,4,Healthy,Non-Veg,Non-Veg,11.2,15,79.0,891.0,3.2,1,0
ORD11110,U1058,R538,Chicken Biryani,Healthy Quinoa Salad,0,5,Balanced,Veg,Veg,,22,120.0,1373.0,4.1,0,0
ORD11111,U1011,R531,Chicken Biryani,Butter Naan,1,6,Junk,Vegan,Vegan,8.3,20,139.0,1382.0,3.5,0,0
ORD11112,U1399,R548,Pasta Alfredo,Green Tea,0,5,Balanced,Vegan,Non-Veg,4.7,15,42.0,224.0,3.8,0,0
ORD11113,U1233,R509,Oatmeal Bowl,Garlic Bread,1,5,Healthy,Non-Veg,Veg,5.6,20,191.0,258.0,3.0,1,0
ORD11114,U1325,R509,Oatmeal Bowl,Extra Chutney,1,2,Junk,Vegan,Non-Veg,5.5,1,45.0,481.0,3.8,0,0
ORD11115,U1234,R548,Oatmeal Bowl,Extra Chutney,1,3,Healthy,Non-Veg,Vegan,5.2,12,113.0,494.0,4.6,0,1
ORD11116,U1010,R538,Oatmeal Bowl,French Fries,0,9,Healthy,Non-Veg,Veg,4.0,22,205.0,278.0,4.1,0,0
ORD11117,U1338,R519,Paneer Butter Masala,French Fries,1,0,Healthy,Veg,Non-Veg,9.3,13,128.0,674.0,3.0,0,0
ORD11118,U1303,R513,Paneer Butter Masala,Miso Soup,1,1,Healthy,Vegan,Non-Veg,13.6,9,214.0,943.0,3.9,1,0
ORD11119,U1182,R503,Sushi Platter,Healthy Quinoa Salad,0,3,Junk,Non-Veg,Veg,5.0,15,99.0,931.0,3.6,1,0
ORD11120,U1052,R537,Margherita Pizza,Healthy Quinoa Salad,0,6,Balanced,Non-Veg,Veg,3.2,0,240.0,884.0,4.0,0,0
ORD11121,U1014,R533,Masala Dosa,Healthy Quinoa Salad,0,1,Balanced,Non-Veg,Veg,12.7,0,68.0,607.0,3.8,0,1
ORD11122,U1328,R504,Masala Dosa,Miso Soup,1,5,Junk,Vegan,Veg,11.3,21,29.0,1104.0,4.9,1,0
ORD11123,U1166,R547,Oatmeal Bowl,Mint Raita,0,3,Junk,Vegan,Veg,14.0,15,221.0,1266.0,3.1,0,0
ORD11124,U1154,R512,Sushi Platter,Extra Chutney,1,5,Balanced,Vegan,Non-Veg,2.9,10,193.0,617.0,4.4,0,0
ORD11125,U1293,R544,Pasta Alfredo,Garlic Bread,1,7,Balanced,Non-Veg,Veg,2.6,12,73.0,265.0,4.7,1,0
ORD11126,U1412,R536,Beef Burger,Butter Naan,1,5,Junk,Vegan,Veg,8.4,2,246.0,550.0,4.9,0,0
ORD11127,U1267,R502,Margherita Pizza,Extra Chutney,1,6,Healthy,Non-Veg,Vegan,9.4,13,136.0,335.0,3.4,1,0
ORD11128,U1292,R512,Sushi Platter,French Fries,1,1,Junk,Vegan,Non-Veg,7.5,7,239.0,781.0,4.1,0,0
ORD11129,U1334,R512,Margherita Pizza,Filter Coffee,0,2,Balanced,Vegan,Vegan,9.2,7,136.0,361.0,3.1,0,0
ORD11130,U1050,R521,Margherita Pizza,Green Tea,0,1,Healthy,Non-Veg,Non-Veg,3.1,2,129.0,775.0,4.0,0,0
ORD11131,U1231,R508,Margherita Pizza,Miso Soup,0,5,Balanced,Vegan,Non-Veg,7.5,12,123.0,448.0,3.3,1,0
ORD11132,U1274,R514,Sushi Platter,Chocolate Brownie,1,2,Healthy,Non-Veg,Non-Veg,10.0,13,97.0,1147.0,4.7,0,0
ORD11133,U1215,R517,Oatmeal Bowl,Filter Coffee,0,2,,Vegan,Veg,6.8,0,143.0,187.0,,0,0
ORD11134,U1187,R514,Masala Dosa,Butter Naan,0,2,Healthy,Vegan,Vegan,10.4,1,124.0,899.0,4.0,1,0
ORD11135,U1403,R537,Masala Dosa,Healthy Quinoa Salad,1,2,Junk,Vegan,Non-Veg,7.0,0,28.0,379.0,4.0,0,1
ORD11136,U1184,R542,Oatmeal Bowl,French Fries,1,2,Junk,Vegan,Non-Veg,5.3,21,80.0,151.0,4.9,0,0
ORD11137,U1009,R520,Margherita Pizza,French Fries,0,2,Healthy,Veg,Non-Veg,4.9,7,69.0,1323.0,4.3,0,0
ORD11138,U1148,R519,Beef Burger,French Fries,0,6,Healthy,Non-Veg,Vegan,,14,220.0,1057.0,3.6,0,0
ORD11139,U1029,R521,Chicken Biryani,Healthy Quinoa Salad,0,0,Junk,Veg,Non-Veg,0.8,10,158.0,284.0,3.5,0,0
ORD11140,U1134,R504,Sushi Platter,Chocolate Brownie,1,1,Junk,Vegan,Vegan,10.2,21,196.0,1046.0,3.3,0,0
ORD11141,U1095,R549,Chicken Biryani,Miso Soup,1,4,Healthy,Vegan,Vegan,12.8,10,240.0,976.0,4.5,1,1
ORD11142,U1169,R545,Pasta Alfredo,Filter Coffee,0,6,Healthy,Non-Veg,Veg,5.6,19,168.0,789.0,4.4,0,0
ORD11143,U1019,R540,Oatmeal Bowl,Healthy Quinoa Salad,0,3,Junk,Non-Veg,Non-Veg,1.2,9,246.0,716.0,4.2,1,0
ORD11144,U1139,R535,Beef Burger,Butter Naan,0,3,Balanced,Non-Veg,Non-Veg,14.8,20,92.0,1348.0,3.1,0,0
ORD11145,U1152,R531,Sushi Platter,Miso Soup,0,3,Junk,Non-Veg,Vegan,4.3,15,63.0,481.0,4.5,1,0
ORD11146,U1120,R509,Oatmeal Bowl,Butter Naan,1,4,Healthy,Vegan,Vegan,2.3,23,113.0,688.0,,0,0
ORD11147,U1422,R538,Margherita Pizza,Miso Soup,1,1,Healthy,Non-Veg,Veg,5.9,8,128.0,594.0,,0,0
ORD11148,U1171,R504,Masala Dosa,Chocolate Brownie,1,4,Balanced,Veg,Non-Veg,11.2,15,226.0,1191.0,4.2,0,0
ORD11149,U1460,R521,Chicken Biryani,Green Tea,1,4,Junk,Non-Veg,Vegan,4.8,7,149.0,1387.0,3.6,0,0
ORD11150,U1477,R522,Paneer Butter Masala,Butter Naan,0,4,Healthy,Non-Veg,Non-Veg,8.8,19,87.0,1297.0,3.8,0,1
ORD11151,U1447,R538,Paneer Butter Masala,Healthy Quinoa Salad,1,1,Junk,Veg,Non-Veg,6.5,20,191.0,1227.0,3.4,0,0
ORD11152,U1143,R514,Beef Burger,Miso Soup,1,2,Healthy,Veg,Non-Veg,2.2,23,136.0,1482.0,4.4,0,0
ORD11153,U1076,R517,Margherita Pizza,French Fries,0,1,Balanced,Veg,Vegan,5.3,21,57.0,1091.0,4.4,0,0
ORD11154,U1485,R539,Pasta Alfredo,Extra Chutney,1,2,,Veg,Non-Veg,11.0,12,153.0,1164.0,3.4,0,0
ORD11155,U1465,R544,Chicken Biryani,French Fries,0,2,Junk,Non-Veg,Vegan,9.4,10,230.0,1477.0,3.3,1,0
ORD11156,U1253,R514,Margherita Pizza,Mint Raita,0,3,Balanced,Veg,Veg,2.2,15,214.0,159.0,3.2,1,0
ORD11157,U1437,R502,Chicken Biryani,Green Tea,0,2,,Vegan,Veg,2.9,15,155.0,1006.0,4.8,0,0
ORD11158,U1464,R530,Beef Burger,Green Tea,1,5,Healthy,Non-Veg,Vegan,9.8,14,107.0,1148.0,3.5,0,0
ORD11159,U1057,R502,Beef Burger,French Fries,1,5,Junk,Vegan,Non-Veg,12.3,0,40.0,1389.0,3.7,0,0
ORD11160,U1307,R518,Pasta Alfredo,Filter Coffee,1,3,Balanced,Non-Veg,Veg,5.6,9,128.0,1343.0,3.6,1,1
ORD11161,U1394,R504,Paneer Butter Masala,Chocolate Brownie,1,5,Junk,Non-Veg,Veg,9.1,21,193.0,23235.047133289754,3.8,1,0
ORD11162,U1181,R545,Margherita Pizza,Butter Naan,1,3,Junk,Vegan,Vegan,3.0,1,103.0,1427.0,4.4,0,0
ORD11163,U1178,R534,Sushi Platter,Healthy Quinoa Salad,1,8,Healthy,Veg,Vegan,5.0,7,74.0,875.0,4.7,0,0
ORD11164,U1419,R517,Paneer Butter Masala,Green Tea,0,8,Healthy,Veg,Vegan,0.8,8,234.0,159.0,3.4,0,0
